Year,Region Name,Median Price
2003,Rockdale County,2022847
2004,Rockdale County,2049428
2005,Rockdale County,2104954
2006,Rockdale County,2204513
2007,Rockdale County,2217272
2008,Rockdale County,2062521
2009,Rockdale County,1767286
2010,Rockdale County,1607146
2011,Rockdale County,1415587
2012,Rockdale County,1272547
2013,Rockdale County,1312627
2014,Rockdale County,1507420
2015,Rockdale County,1571883
2016,Rockdale County,1667136
2017,Rockdale County,1783667
2018,Rockdale County,2021793
2019,Rockdale County,2186563
2020,Rockdale County,561159
1996,Rockcastle County,
1997,Rockcastle County,
1998,Rockcastle County,
1999,Rockcastle County,
2000,Rockcastle County,
2001,Rockcastle County,
2002,Rockcastle County,
2003,Rockcastle County,
2004,Rockcastle County,
2005,Rockcastle County,
2006,Rockcastle County,
2007,Rockcastle County,631450
2008,Rockcastle County,678853
2009,Rockcastle County,647959
2010,Rockcastle County,653547
2011,Rockcastle County,653680
2012,Rockcastle County,680405
2013,Rockcastle County,707005
2014,Rockcastle County,730150
2015,Rockcastle County,769930
2016,Rockcastle County,813652
2017,Rockcastle County,854365
2018,Rockcastle County,898264
2019,Rockcastle County,934097
2020,Rockcastle County,231795
1996,Rockbridge County,
1997,Rockbridge County,
1998,Rockbridge County,
1999,Rockbridge County,
2000,Rockbridge County,
2001,Rockbridge County,
2002,Rockbridge County,
2003,Rockbridge County,
2004,Rockbridge County,
2005,Rockbridge County,
2006,Rockbridge County,
2007,Rockbridge County,
2008,Rockbridge County,2435003
2009,Rockbridge County,2193433
2010,Rockbridge County,2112822
2011,Rockbridge County,2050826
2012,Rockbridge County,2010334
2013,Rockbridge County,2089052
2014,Rockbridge County,2146841
2015,Rockbridge County,2202191
2016,Rockbridge County,2235000
2017,Rockbridge County,2293911
2018,Rockbridge County,2358498
2019,Rockbridge County,2446534
2020,Rockbridge County,619547
1996,Rock Island County,
1997,Rock Island County,
1998,Rock Island County,
1999,Rock Island County,
2000,Rock Island County,
2001,Rock Island County,
2002,Rock Island County,745509
2003,Rock Island County,1108204
2004,Rock Island County,1149927
2005,Rock Island County,1207679
2006,Rock Island County,1234511
2007,Rock Island County,1259790
2008,Rock Island County,1229282
2009,Rock Island County,1192599
2010,Rock Island County,1243448
2011,Rock Island County,1198876
2012,Rock Island County,1162216
2013,Rock Island County,1174968
2014,Rock Island County,1195665
2015,Rock Island County,1198551
2016,Rock Island County,1206466
2017,Rock Island County,1222033
2018,Rock Island County,1304929
2019,Rock Island County,1300623
2020,Rock Island County,330142
1996,Rock County,
1997,Rock County,
1998,Rock County,
1999,Rock County,
2000,Rock County,620558
2001,Rock County,893737
2002,Rock County,937383
2003,Rock County,988525
2004,Rock County,1068381
2005,Rock County,1127834
2006,Rock County,1141615
2007,Rock County,1118745
2008,Rock County,2588106
2009,Rock County,2386946
2010,Rock County,2324977
2011,Rock County,2234688
2012,Rock County,2217559
2013,Rock County,2320950
2014,Rock County,2444952
2015,Rock County,2557003
2016,Rock County,2717378
2017,Rock County,2972004
2018,Rock County,3210037
2019,Rock County,3398170
2020,Rock County,880905
1996,Robeson County,
1997,Robeson County,
1998,Robeson County,
1999,Robeson County,
2000,Robeson County,
2001,Robeson County,
2002,Robeson County,
2003,Robeson County,
2004,Robeson County,
2005,Robeson County,
2006,Robeson County,
2007,Robeson County,
2008,Robeson County,
2009,Robeson County,
2010,Robeson County,
2011,Robeson County,
2012,Robeson County,
2013,Robeson County,
2014,Robeson County,
2015,Robeson County,778516
2016,Robeson County,811004
2017,Robeson County,839457
2018,Robeson County,882843
2019,Robeson County,913772
2020,Robeson County,234368
1996,Robertson County,1131216
1997,Robertson County,1176126
1998,Robertson County,1293810
1999,Robertson County,1345231
2000,Robertson County,1388936
2001,Robertson County,1436087
2002,Robertson County,1445201
2003,Robertson County,1497746
2004,Robertson County,1526043
2005,Robertson County,1869052
2006,Robertson County,2769078
2007,Robertson County,2888469
2008,Robertson County,2873550
2009,Robertson County,2843539
2010,Robertson County,2805794
2011,Robertson County,2697673
2012,Robertson County,2665788
2013,Robertson County,2796592
2014,Robertson County,2969149
2015,Robertson County,3151468
2016,Robertson County,4087738
2017,Robertson County,4756952
2018,Robertson County,5167018
2019,Robertson County,5404924
2020,Robertson County,1407829
1996,Roberts County,
1997,Roberts County,
1998,Roberts County,
1999,Roberts County,
2000,Roberts County,
2001,Roberts County,
2002,Roberts County,
2003,Roberts County,
2004,Roberts County,
2005,Roberts County,
2006,Roberts County,
2007,Roberts County,
2008,Roberts County,
2009,Roberts County,
2010,Roberts County,
2011,Roberts County,
2012,Roberts County,
2013,Roberts County,779703
2014,Roberts County,1107856
2015,Roberts County,1199868
2016,Roberts County,1213334
2017,Roberts County,1261863
2018,Roberts County,1309259
2019,Roberts County,1410174
2020,Roberts County,370194
1996,Roanoke County,
1997,Roanoke County,
1998,Roanoke County,
1999,Roanoke County,
2000,Roanoke County,238828
2001,Roanoke County,1470720
2002,Roanoke County,1598533
2003,Roanoke County,1716513
2004,Roanoke County,1927521
2005,Roanoke County,2024392
2006,Roanoke County,2107680
2007,Roanoke County,2156122
2008,Roanoke County,2175378
2009,Roanoke County,2091504
2010,Roanoke County,2040247
2011,Roanoke County,2008914
2012,Roanoke County,2013057
2013,Roanoke County,2048817
2014,Roanoke County,2108220
2015,Roanoke County,2181884
2016,Roanoke County,2229270
2017,Roanoke County,2297355
2018,Roanoke County,2357447
2019,Roanoke County,2458255
2020,Roanoke County,631735
1996,Roanoke City,
1997,Roanoke City,
1998,Roanoke City,
1999,Roanoke City,
2000,Roanoke City,
2001,Roanoke City,
2002,Roanoke City,405180
2003,Roanoke City,1012344
2004,Roanoke City,1164045
2005,Roanoke City,1282320
2006,Roanoke City,1350630
2007,Roanoke City,1371670
2008,Roanoke City,1402263
2009,Roanoke City,1371977
2010,Roanoke City,1341897
2011,Roanoke City,1311022
2012,Roanoke City,1304429
2013,Roanoke City,1319259
2014,Roanoke City,1351687
2015,Roanoke City,1381432
2016,Roanoke City,1394807
2017,Roanoke City,1399140
2018,Roanoke City,1449009
2019,Roanoke City,1521090
2020,Roanoke City,397835
1996,Roane County,
1997,Roane County,
1998,Roane County,
1999,Roane County,
2000,Roane County,
2001,Roane County,
2002,Roane County,
2003,Roane County,
2004,Roane County,
2005,Roane County,484012
2006,Roane County,2011494
2007,Roane County,2194415
2008,Roane County,2265231
2009,Roane County,2223151
2010,Roane County,2179737
2011,Roane County,2149985
2012,Roane County,2163991
2013,Roane County,2194644
2014,Roane County,2246001
2015,Roane County,2361300
2016,Roane County,2472997
2017,Roane County,2587628
2018,Roane County,2739462
2019,Roane County,2852119
2020,Roane County,752998
1996,Riverside County,1635217
1997,Riverside County,1651788
1998,Riverside County,1737477
1999,Riverside County,1867252
2000,Riverside County,2065225
2001,Riverside County,2315820
2002,Riverside County,2601909
2003,Riverside County,3060544
2004,Riverside County,3827146
2005,Riverside County,4806649
2006,Riverside County,5346933
2007,Riverside County,5112107
2008,Riverside County,3819481
2009,Riverside County,2840256
2010,Riverside County,2782278
2011,Riverside County,2690958
2012,Riverside County,2710522
2013,Riverside County,3208940
2014,Riverside County,3647593
2015,Riverside County,3797732
2016,Riverside County,4015973
2017,Riverside County,4268068
2018,Riverside County,4566607
2019,Riverside County,4715395
2020,Riverside County,1200517
1996,Ritchie County,
1997,Ritchie County,
1998,Ritchie County,
1999,Ritchie County,171742
2000,Ritchie County,440398
2001,Ritchie County,472107
2002,Ritchie County,463725
2003,Ritchie County,464167
2004,Ritchie County,500588
2005,Ritchie County,554635
2006,Ritchie County,595107
2007,Ritchie County,617005
2008,Ritchie County,632550
2009,Ritchie County,642465
2010,Ritchie County,640124
2011,Ritchie County,623704
2012,Ritchie County,625782
2013,Ritchie County,643386
2014,Ritchie County,646455
2015,Ritchie County,658450
2016,Ritchie County,694619
2017,Ritchie County,709922
2018,Ritchie County,751483
2019,Ritchie County,791091
2020,Ritchie County,203337
1996,Ripley County,
1997,Ripley County,
1998,Ripley County,
1999,Ripley County,
2000,Ripley County,
2001,Ripley County,
2002,Ripley County,
2003,Ripley County,
2004,Ripley County,
2005,Ripley County,1274749
2006,Ripley County,1542677
2007,Ripley County,1595715
2008,Ripley County,1603849
2009,Ripley County,1577650
2010,Ripley County,1553460
2011,Ripley County,1535142
2012,Ripley County,1530128
2013,Ripley County,1553842
2014,Ripley County,1594256
2015,Ripley County,1647512
2016,Ripley County,1724009
2017,Ripley County,1820207
2018,Ripley County,3110620
2019,Ripley County,3222755
2020,Ripley County,824093
1996,Rio Grande County,
1997,Rio Grande County,
1998,Rio Grande County,452734
1999,Rio Grande County,1121963
2000,Rio Grande County,1244679
2001,Rio Grande County,1338093
2002,Rio Grande County,1376232
2003,Rio Grande County,1387220
2004,Rio Grande County,1437445
2005,Rio Grande County,1505220
2006,Rio Grande County,1563325
2007,Rio Grande County,1547509
2008,Rio Grande County,1546519
2009,Rio Grande County,1507040
2010,Rio Grande County,1474602
2011,Rio Grande County,1447667
2012,Rio Grande County,1479282
2013,Rio Grande County,1587642
2014,Rio Grande County,1684726
2015,Rio Grande County,1821899
2016,Rio Grande County,1943892
2017,Rio Grande County,2068009
2018,Rio Grande County,2193867
2019,Rio Grande County,2279047
2020,Rio Grande County,574214
1996,Rio Blanco County,
1997,Rio Blanco County,
1998,Rio Blanco County,
1999,Rio Blanco County,
2000,Rio Blanco County,1176687
2001,Rio Blanco County,1462312
2002,Rio Blanco County,1527315
2003,Rio Blanco County,1543659
2004,Rio Blanco County,1605066
2005,Rio Blanco County,1621857
2006,Rio Blanco County,1724203
2007,Rio Blanco County,1821804
2008,Rio Blanco County,1884286
2009,Rio Blanco County,1897185
2010,Rio Blanco County,1872526
2011,Rio Blanco County,1863262
2012,Rio Blanco County,1882886
2013,Rio Blanco County,2021263
2014,Rio Blanco County,2166392
2015,Rio Blanco County,2389122
2016,Rio Blanco County,2636599
2017,Rio Blanco County,2801360
2018,Rio Blanco County,2884367
2019,Rio Blanco County,2866823
2020,Rio Blanco County,714401
1996,Rio Arriba County,
1997,Rio Arriba County,
1998,Rio Arriba County,
1999,Rio Arriba County,
2000,Rio Arriba County,
2001,Rio Arriba County,
2002,Rio Arriba County,
2003,Rio Arriba County,
2004,Rio Arriba County,
2005,Rio Arriba County,
2006,Rio Arriba County,
2007,Rio Arriba County,
2008,Rio Arriba County,2180981
2009,Rio Arriba County,2009282
2010,Rio Arriba County,1891360
2011,Rio Arriba County,1807326
2012,Rio Arriba County,1790710
2013,Rio Arriba County,1796281
2014,Rio Arriba County,1771040
2015,Rio Arriba County,1783399
2016,Rio Arriba County,1851239
2017,Rio Arriba County,1879123
2018,Rio Arriba County,1926007
2019,Rio Arriba County,1990668
2020,Rio Arriba County,509443
1996,Ringgold County,
1997,Ringgold County,
1998,Ringgold County,
1999,Ringgold County,
2000,Ringgold County,
2001,Ringgold County,
2002,Ringgold County,
2003,Ringgold County,
2004,Ringgold County,
2005,Ringgold County,
2006,Ringgold County,
2007,Ringgold County,491537
2008,Ringgold County,770376
2009,Ringgold County,757014
2010,Ringgold County,771262
2011,Ringgold County,791825
2012,Ringgold County,822062
2013,Ringgold County,847193
2014,Ringgold County,879839
2015,Ringgold County,902773
2016,Ringgold County,954842
2017,Ringgold County,983317
2018,Ringgold County,987996
2019,Ringgold County,1027140
2020,Ringgold County,262231
1996,Riley County,
1997,Riley County,
1998,Riley County,
1999,Riley County,
2000,Riley County,
2001,Riley County,
2002,Riley County,
2003,Riley County,
2004,Riley County,
2005,Riley County,
2006,Riley County,
2007,Riley County,
2008,Riley County,1764158
2009,Riley County,1778642
2010,Riley County,1809516
2011,Riley County,1904921
2012,Riley County,1919318
2013,Riley County,1944551
2014,Riley County,1980476
2015,Riley County,2045752
2016,Riley County,2119601
2017,Riley County,2180774
2018,Riley County,2243865
2019,Riley County,2311601
2020,Riley County,584623
1996,Richmond County,1969670
1997,Richmond County,1999856
1998,Richmond County,2081369
1999,Richmond County,2230499
2000,Richmond County,2902450
2001,Richmond County,3407537
2002,Richmond County,3800366
2003,Richmond County,4253831
2004,Richmond County,4747543
2005,Richmond County,5388928
2006,Richmond County,5975136
2007,Richmond County,7073419
2008,Richmond County,7501235
2009,Richmond County,7127291
2010,Richmond County,7041372
2011,Richmond County,6908782
2012,Richmond County,6802128
2013,Richmond County,6895174
2014,Richmond County,7141755
2015,Richmond County,7300634
2016,Richmond County,7740791
2017,Richmond County,9497880
2018,Richmond County,10331831
2019,Richmond County,10622489
2020,Richmond County,2654332
1996,Richmond City,1090198
1997,Richmond City,1096997
1998,Richmond City,1171686
1999,Richmond City,1249000
2000,Richmond City,1320848
2001,Richmond City,1364194
2002,Richmond City,1444787
2003,Richmond City,1592630
2004,Richmond City,1758179
2005,Richmond City,1986422
2006,Richmond City,2244587
2007,Richmond City,2409821
2008,Richmond City,2342989
2009,Richmond City,2170488
2010,Richmond City,2076463
2011,Richmond City,1909337
2012,Richmond City,1836614
2013,Richmond City,1943419
2014,Richmond City,1977534
2015,Richmond City,2044161
2016,Richmond City,2193666
2017,Richmond City,2345615
2018,Richmond City,2547762
2019,Richmond City,2718072
2020,Richmond City,718411
1996,Richland Parish,
1997,Richland Parish,
1998,Richland Parish,
1999,Richland Parish,
2000,Richland Parish,
2001,Richland Parish,
2002,Richland Parish,
2003,Richland Parish,
2004,Richland Parish,
2005,Richland Parish,695027
2006,Richland Parish,790352
2007,Richland Parish,815701
2008,Richland Parish,803801
2009,Richland Parish,800793
2010,Richland Parish,792317
2011,Richland Parish,787254
